momsp	momid	dadsp1	dadid1	dadsp2	dadid2	sds	type	notes
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			2	intra	
kaua	1	kaua	234-1			1	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			2	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			2	intra	
kaua	1	kaua	234-1			3	intra	
kaua	1	kaua	234-1			5	intra	
kaua	1	kaua	234-1			1	intra	
kaua	1	kaua	234-1			2	intra	
kaua	1	kaua	234-1			3	intra	
kaua	1	kaua	234-1			3	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			4	intra	
kaua	1	kaua	234-1			3	intra	
kaua	1	kaua	234-1			3	intra	
kaua	1	kaua	234-1			2	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			2	intra	
kaua	1	kaua	463-3			2	intra	
kaua	1	kaua	463-3			0	intra	
kaua	1	kaua	463-3			0	intra	
kaua	1	kaua	463-3			1	intra	
kaua	1	kaua	463-3			0	intra	
kaua	1	kaua	463-3			3	intra	
kaua	1	kaua	525-11			1	intra	
kaua	1	kaua	525-11			2	intra	
kaua	1	kaua	525-11			0	intra	
kaua	1	kaua	525-11			0	intra	
kaua	1	kaua	525-11			0	intra	
kaua	1	kaua	525-11			5	intra	
kaua	1	kaua	525-11			4	intra	
kaua	12074-7	kaua	1			0	intra	
kaua	12074-7	kaua	1			5	intra	
kaua	12074-7	kaua	234-1			0	intra	
kaua	12074-7	kaua	234-1			4	intra	
kaua	12074-7	kaua	234-1			7	intra	
kaua	12074-7	kaua	234-1			6	intra	
kaua	12074-7	kaua	234-1			5	intra	
kaua	12074-7	kaua	234-1			6	intra	
kaua	12074-7	kaua	234-1			5	intra	
kaua	12074-7	kaua	234-1			6	intra	
kaua	12074-7	kaua	234-1			0	intra	
kaua	12074-7	kaua	234-1			5	intra	
kaua	12074-7	kaua	234-1			3	intra	
kaua	12074-7	kaua	234-1			3	intra	
kaua	12074-7	kaua	234-1			4	intra	
kaua	12074-7	kaua	525-1			7	intra	
kaua	12074-7	kaua	525-1			0	intra	
kaua	12074-7	kaua	525-11			3	intra	
kaua	12074-7	kaua	525-11			0	intra	
kaua	12074-7	kaua	525-11			0	intra	
kaua	12074-7	kaua	NuaS1-1			0	intra	
kaua	12074-7	kaua	NuaS1-1			5	intra	
kaua	12074-7	kaua	NuaS1-1			1	intra	
kaua	12074-7	kaua	NuaS1-1			0	intra	
kaua	12074-7	kaua	NuaS1-1			9	intra	
kaua	12074-7	kaua	NuaS1-1			8	intra	
kaua	12074-7	kaua	NuaS1-1			12	intra	
kaua	12074-7	kaua	NuaS1-1			7	intra	
kaua	12074-7	kaua	NuaS1-1			12	intra	
kaua	12074-7	kaua	NuaS1-1			9	intra	
kaua	12074-7	kaua	NuaS1-1			3	intra	
kaua	12074-7	kaua	NuaS1-1			3	intra	
kaua	12074-7	kaua	NuaS1-1			0	intra	
kaua	12074-7	kaua	NuaS1-1			6	intra	
kaua	12074-7	kaua	NuaS1-1			1	intra	
kaua	12074-7	kaua	NuaS1-1			7	intra	
kaua	12074-7	kaua	NuaS1-1			0	intra	
kaua	12074-7	kaua	NuaS1-1			5	intra	
kaua	12074-7	kaua	NuaS1-1			5	intra	
kaua	12074-7	kaua	NuaS1-1			2	intra	
kaua	12074-7	kaua	NuaS1-1			1	intra	
kaua	12074-7	kaua	NuaS1-3			3	intra	
kaua	12074-7	kaua	NuaS1-3			0	intra	
kaua	12074-7	kaua	NuaS1-3			1	intra	
kaua	12074-7	kaua	NuaS1-3			3	intra	
kaua	12074-7	kaua	NuaS1-3			6	intra	
kaua	12074-7	kaua	NuaS1-3			10	intra	
kaua	12074-7	kaua	NuaS1-3			10	intra	
kaua	12074-7	kaua	NuaS1-3			2	intra	
kaua	12074-7	kaua	NuaS1-3			8	intra	
kaua	12074-7	kaua	NuaS2-1			7	intra	
kaua	12074-7	kaua	NuaS2-1			3	intra	
kaua	12074-7	kaua	NuaS2-1			0	intra	
kaua	12074-7	kaua	NuaS3-1			0	intra	
kaua	12074-7	kaua	NuaS3-1			5	intra	
kaua	12074-7	kaua	NuaS1-1			1	intra	
kaua	12074-7	kaua	NuaS1-1			0	intra	
kaua	12074-7	kaua	NuaS1-1			0	intra	
kaua	12074-7	kaua	NuaS1-1			9	intra	
kaua	12074-7	kaua	NuaS1-1			8	intra	
kaua	12074-7	kaua	NuaS1-1			0	intra	
kaua	12074-7	kaua	NuaS1-1			12	intra	
kaua	12074-7	kaua	NuaS1-1			0	intra	
kaua	12074-7	kaua	NuaS1-1			7	intra	
kaua	12074-7	kaua	NuaS1-1			12	intra	
kaua	12074-7	kaua	NuaS1-1			9	intra	
kaua	12074-7	kaua	NuaS1-1			10	intra	
kaua	12074-7	kaua	NuaS1-1			3	intra	
kaua	12074-7	kaua	NuaS1-1			3	intra	
kaua	12074-7	kaua	NuaS1-1			1	intra	
kaua	12074-7	kaua	NuaS1-1			0	intra	
kaua	12074-7	kaua	NuaS1-1			6	intra	
kaua	12074-7	kaua	NuaS1-1			1	intra	
kaua	12074-7	kaua	NuaS1-1			7	intra	
kaua	12074-7	kaua	NuaS1-1			0	intra	
kaua	12074-7	kaua	NuaS1-1			5	intra	
kaua	12074-7	kaua	NuaS1-1			3	intra	
kaua	12074-7	kaua	NuaS1-1			5	intra	
kaua	12074-7	kaua	NuaS1-1			2	intra	
kaua	12074-7	kaua	NuaS1-3			1	intra	
kaua	12074-7	kaua	NuaS1-3			0	intra	
kaua	12074-7	kaua	NuaS1-3			4	intra	
kaua	12074-7	kaua	NuaS1-3			3	intra	
kaua	12074-7	kaua	NuaS1-3			6	intra	
kaua	12074-7	kaua	NuaS1-3			10	intra	
kaua	12074-7	kaua	NuaS1-3			10	intra	
kaua	12074-7	kaua	NuaS1-3			2	intra	
kaua	12074-7	kaua	NuaS1-3			3	intra	
kaua	12074-7	kaua	NuaS1-3			9	intra	
kaua	12074-7	kaua	NuaS1-3			4	intra	
kaua	12074-7	kaua	NuaS1-3			5	intra	
kaua	12074-7	kaua	NuaS1-3			5	intra	
kaua	7x234-1#2	kaua	NuaS2-1			8	intra	
kaua	7x234-1#2	kaua	NuaS2-1			4	intra	
kaua	7x234-1#2	kaua	NuaS2-1			3	intra	
kaua	7x234-1#2	kaua	NuaS2-1			4	intra	
kaua	7x234-1#2	kaua	NuaS2-1			5	intra	
kaua	7x234-1#2	kaua	NuaS2-1			0	intra	
kaua	7x234-1#2	kaua	NuaS2-1			1	intra	
kaua	7x234-1#2	kaua	NuaS2-1			1	intra	
kaua	7x234-1#2	kaua	NuaS2-1			4	intra	
kaua	7x234-1#2	kaua	NuaS2-1			3	intra	
kaua	7x234-1#2	kaua	NuaS2-1			8	intra	
kaua	7x234-1#2	kaua	NuaS2-1			4	intra	
kaua	7x234-1#2	kaua	NuaS2-1			9	intra	
kaua	7x234-1#2	kaua	NuaS1-2			4	intra	
kaua	7x234-1#2	kaua	NuaS1-3			5	intra	
kaua	7x234-1#2	kaua	NuaS1-3			5	intra	
kaua	7x234-1#2	kaua	NuaS2-1			4	intra	
kaua	7x234-1#2	kaua	NuaS2-1			5	intra	
kaua	7x234-1#2	kaua	NuaS2-1			0	intra	
kaua	7x234-1#2	kaua	NuaS2-1			1	intra	
kaua	7x234-1#2	kaua	NuaS2-1			0	intra	
kaua	7x234-1#2	kaua	NuaS2-1			0	intra	
kaua	7x234-1#2	kaua	NuaS2-1			0	intra	
kaua	7x234-1#2	kaua	NuaS2-1			0	intra	
kaua	7x234-1#2	kaua	NuaS2-1			0	intra	
kaua	7x234-1#2	kaua	NuaS2-1			1	intra	
kaua	7x234-1#2	kaua	NuaS2-1			4	intra	
kaua	7x234-1#2	kaua	NuaS2-1			0	intra	
kaua	7x234-1#2	kaua	NuaS2-1			6	intra	
kaua	7x234-1#2	kaua	NuaS2-1			0	intra	
kaua	7x234-1#2	kaua	NuaS2-1			4	intra	
kaua	1a2341#10	kaua	NuaS2-1			0	intra	
kaua	1ax234114	kaua	NuaS2-1			0	intra	
kaua	1ax234114	kaua	NuaS2-1			2	intra	
kaua	1ax234114	kaua	NuaS2-1			0	intra	
kaua	1a	kaua	12074-1			3	intra	
kaua	1a	kaua	1ax463-3			4	intra	
kaua	1a	kaua	1ax463-3			8	intra	
kaua	1a	kaua	1ax463-3			5	intra	
kaua	1a	kaua	1ax463-3			9	intra	
kaua	1a	kaua	1ax1#2			6	intra	
kaua	1a	kaua	1ax1#2			4	intra	
kaua	1a	kaua	1ax1#2			3	intra	
kaua	1a	kaua	1ax1#2			3	intra	
kaua	1a	kaua	1ax1#2			2	intra	
kaua	1a	kaua	1ax1#3			3	intra	
kaua	1a	kaua	1ax1#3			1	intra	
kaua	1a	kaua	1ax1#3			2	intra	
kaua	1a	kaua	1ax1#3			1	intra	
kaua	1a	kaua	1ax1#3			3	intra	
kaua	1a	kaua	1ax1#5			2	intra	
kaua	1a	kaua	1ax1#5			0	intra	
kaua	1a	kaua	1ax1#5			3	intra	
kaua	1a	kaua	1ax1#5			0	intra	
kaua	1a	kaua	1ax463-3			0	intra	
kaua	1a	kaua	1ax463-3			0	intra	
kaua	1a	kaua	1ax463-3			1	intra	
kaua	1a	kaua	234-1			0	intra	
kaua	1a	kaua	234-1			10	intra	
kaua	1a	kaua	234-1			9	intra	
kaua	1a	kaua	234-1			7	intra	
kaua	1a	kaua	234-1			2	intra	
kaua	1a	kaua	234-1			11	intra	
kaua	1a	kaua	234-1			10	intra	
kaua	1a	kaua	234-1			6	intra	
kaua	1a	kaua	234-1			5	intra	
kaua	1a	kaua	234-1			6	intra	
kaua	1a	kaua	234-1			0	intra	
kaua	1a	kaua	234-1			0	intra	
kaua	1a	kaua	234-1			2	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			2	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			1	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			3	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			3	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			3	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			2	intra	
kaua	1a	kaua	234-16a2			6	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			2	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			2	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			1	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			3	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			3	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			3	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	234-16a2			2	intra	
kaua	1a	kaua	234-16a2			4	intra	
kaua	1a	kaua	234-16a2			8	intra	
kaua	1a	kaua	234-16a2			10	intra	
kaua	1a	kaua	234-16a2			0	intra	
kaua	1a	kaua	463-3			0	intra	
kaua	1a	kaua	463-3			1	intra	
kaua	1a	kaua	463-3			0	intra	
kaua	1a	kaua	463-3			0	intra	
kaua	1a	kaua	463-3			0	intra	
kaua	1a	kaua	463-3			0	intra	
kaua	1a	kaua	463-3			0	intra	
kaua	1a	kaua	463-3			0	intra	
kaua	1a	kaua	463-3			1	intra	
kaua	1a	kaua	463-3			0	intra	
kaua	1a	kaua	463-3			1	intra	
kaua	1a	kaua	463-3			0	intra	
kaua	1a	kaua	463-3			1	intra	
kaua	1a	kaua	463-3			2	intra	
kaua	1a	kaua	463-3			5	intra	
kaua	1a	kaua	463-3			2	intra	
kaua	1a	kaua	525-11			2	intra	
kaua	1a	kaua	525-11			0	intra	
kaua	1a	kaua	525-11			6	intra	
kaua	1a	kaua	NuaS1-1			1	intra	
kaua	1a	kaua	NuaS1-1			0	intra	
kaua	1a	kaua	NuaS1-1			0	intra	
kaua	1a	kaua	NuaS1-1			2	intra	
kaua	1a	kaua	NuaS1-1			2	intra	
kaua	1a	kaua	NuaS1-1			0	intra	
kaua	1a	kaua	NuaS1-1			6	intra	
kaua	1a	kaua	NuaS1-1			1	intra	
kaua	1a	kaua	NuaS1-1			0	intra	
kaua	1a	kaua	NuaS1-1			0	intra	
kaua	1a	kaua	NuaS1-1			0	intra	
kaua	1a	kaua	NuaS1-1			0	intra	
kaua	1a	kaua	NuaS1-1			0	intra	
kaua	1a	kaua	NuaS1-1			2	intra	
kaua	1a	kaua	463-3			1	intra	
kaua	1a	kaua	463-3			2	intra	
kaua	1a	kaua	463-3			0	intra	
kaua	1a234-1#4	kaua	NuaS1-1			4	intra	
kaua	1a234-1#4	kaua	NuaS1-1			0	intra	
kaua	1a234-1#4	kaua	NuaS1-1			5	intra	
kaua	1a234-1#4	kaua	NuaS1-1			0	intra	
kaua	1a234-1#4	kaua	NuaS1-1			0	intra	
kaua	1a234-1#4	kaua	NuaS1-1			3	intra	
kaua	1a234-1#4	kaua	NuaS1-3			1	intra	
kaua	1a234-1#4	kaua	NuaS1-3			0	intra	
kaua	1a234-1#4	kaua	NuaS2-1			1	intra	
kaua	1a234-1#4	kaua	NuaS2-1			2	intra	
kaua	1a234-1#4	kaua	NuaS2-1			3	intra	
kaua	1a234-1#6	kaua	NuaS2-1			0	intra	
kaua	1a234-1#6	kaua	NuaS2-1			0	intra	
kaua	1a234-1#6	kaua	NuaS2-1			1	intra	
kaua	1a234-1#7	memb	5x9c-7			2	inter	
kaua	1a234-1#7	memb	5x9c-7			0	inter	
kaua	1a234-1#7	memb	5x9c-7			0	inter	
kaua	1a234-1#7	memb	5x9c-7			2	inter	
kaua	1a234-1#7	memb	5x9c-7			1	inter	
kaua	1a234-1#7	memb	5x9c-7			0	inter	
kaua	1a234-1#7	memb	5x9c-7			4	inter	
kaua	1a234-1#7	memb	5x9c-7			5	inter	
kaua	1a234-1#7	memb	5x9c-7			1	inter	
kaua	1a525-113	kaua	NuaS2-1			5	intra	
kaua	1a525-113	kaua	NuaS2-1			4	intra	
kaua	1a525-113	kaua	NuaS2-1			0	intra	
kaua	1a525-113	kaua	NuaS2-1			2	intra	
kaua	1a525-113	kaua	NuaS2-1			2	intra	
kaua	1a525-113	kaua	NuaS3-1			5	intra	
kaua	1a525-113	kaua	NuaS3-1			6	intra	
kaua	1a525-113	kaua	NuaS3-1			0	intra	
kaua	1a525-113	kaua	1ax463-3			1	intra	
kaua	1a525-113	kaua	NuaS2-1			4	intra	
kaua	1a525-113	kaua	NuaS2-1			2	intra	
kaua	1a234-110	kaua	NuaS2-1			3	intra	
kaua	1a234-110	kaua	1ax463-3			0	intra	
kaua	1a234-113	kaua	1ax463-3			3	intra	
kaua	1a234-113	kaua	1ax463-3			0	intra	
kaua	1a234-113	kaua	1ax463-3			7	intra	
kaua	1a234-113	kaua	1ax463-3			6	intra	
kaua	1a234-113	kaua	1ax463-3			0	intra	
kaua	1a234-114	kaua	NuaS2-1			5	intra	
kaua	1a234-114	kaua	NuaS2-1			8	intra	
kaua	1a234-114	kaua	NuaS2-1			6	intra	
kaua	1a234-114	kaua	NuaS2-1			6	intra	
kaua	1a234-114	kaua	NuaS2-1			6	intra	
kaua	1a234-114	kaua	NuaS2-1			4	intra	
kaua	1a234-114	kaua	NuaS2-1			3	intra	
kaua	1a234-114	kaua	NuaS3-1			2	intra	
kaua	1a234-114	kaua	Nuax1a			0	intra	
kaua	1a234-114	kaua	Nuax1a			3	intra	
kaua	1a234-114	kaua	Nuax1a			5	intra	
kaua	1a234-114	kaua	Nuax1a			4	intra	
kaua	1a234-114	kaua	Nuax1a			2	intra	
kaua	1a234-15	kaua	NuaS1-3			2	intra	
kaua	1a234-15	kaua	NuaS1-3			3	intra	
kaua	1a234-15	kaua	NuaS1-3			3	intra	
kaua	1a234-15	kaua	NuaS1-3			4	intra	
kaua	1a234-15	kaua	NuaS2-1			0	intra	
kaua	1a234-15	kaua	NuaS2-1			3	intra	
kaua	1a234-15	kaua	NuaS2-1			2	intra	
kaua	1a234-15	kaua	NuaS2-1			1	intra	
kaua	1a234-15	kaua	NuaS2-1			2	intra	
kaua	1a234-15	kaua	NuaS2-1			3	intra	
kaua	1a234-15	kaua	NuaS2-1			2	intra	
kaua	1a234-15	kaua	NuaS2-1			0	intra	
kaua	1a234-15	kaua	NuaS2-1			1	intra	
kaua	1a234-15	kaua	NuaS2-1			2	intra	
kaua	1a234-15	kaua	NuaS2-1			1	intra	
kaua	1a234-15	kaua	NuaS2-1			3	intra	
kaua	1a234-15	kaua	NuaS2-1			3	intra	
kaua	1a234-15	kaua	NuaS2-1			6	intra	
kaua	1a234-15	kaua	NuaS2-1			3	intra	
kaua	1a234-15	kaua	NuaS2-1			0	intra	
kaua	1a234-15	kaua	NuaS2-1			6	intra	
kaua	1a234-15	kaua	NuaS2-1			2	intra	
kaua	1a234-15	kaua	NuaS2-1			1	intra	
kaua	1a234-15	kaua	NuaS2-1			0	intra	
kaua	1a234-16	kaua	NuaS2-1			0	intra	
kaua	1a234-16	kaua	NuaS2-1			0	intra	
kaua	1a525-120	memb	membx6			0	inter	
kaua	1a525-120	memb	membx6			0	inter	
kaua	1a525-120	memb	membx6			1	inter	
kaua	1a525-120	memb	membx6			3	inter	
kaua	1a525-120	memb	membx6			0	inter	
kaua	1a525-120	memb	membx6			1	inter	
kaua	1a525-120	memb	membx6			0	inter	
kaua	1a525-120	memb	membx6			2	inter	
kaua	1a525-120	memb	membx6			2	inter	
kaua	1a525-120	memb	membx6			6	inter	
kaua	1a525-120	memb	membx6			6	inter	
kaua	1a525-120	memb	membx6			7	inter	
kaua	1a525-19	kaua	1a525-120			5	intra	
kaua	1a525-1111	kaua	NuaS1-1			3	intra	
kaua	1a525-1111	kaua	NuaS1-1			0	intra	
kaua	1a525-1111	kaua	NuaS1-1			5	intra	
kaua	1a525-1111	kaua	NuaS1-1			1	intra	
kaua	1a525-113	kaua	NuaS1-1			5	intra	
kaua	1a525-113	kaua	NuaS1-1			2	intra	
kaua	1a525-113	kaua	NuaS1-1			4	intra	
kaua	1a525-113	kaua	NuaS2-1			7	intra	
kaua	1a525-113	kaua	NuaS2-1			8	intra	
kaua	1a525-113	kaua	NuaS2-1			0	intra	
kaua	1a525-113	kaua	Nua2H-1			1	intra	
kaua	1a525-113	kaua	Nua2H-1			0	intra	
kaua	1a525-113	kaua	NuaS2-1			3	intra	
kaua	1ax1#1	kaua	525-11			1	intra	
kaua	1ax1#1	kaua	525-11			0	intra	
kaua	1ax1#1	kaua	525-1131			2	intra	
kaua	1ax1#1	kaua	525-1131			0	intra	
kaua	1ax1#1	kaua	525-1131			2	intra	
kaua	1ax1#1	kaua	525-1131			0	intra	
kaua	1ax1#1	kaua	525-1131			2	intra	
kaua	1ax1#1	kaua	525-1131			3	intra	
kaua	1ax1#1	kaua	525-1131			0	intra	
kaua	1ax1#1	kaua	525-1131			9	intra	
kaua	1ax1#1	kaua	525-1131			7	intra	
kaua	1ax1#1	kaua	525-16a6			3	intra	
kaua	1ax1#1	kaua	525-16a6			3	intra	
kaua	1ax1#2	kaua	525-16a6			0	intra	
kaua	1ax1#2	kaua	525-16a6			7	intra	
kaua	1ax1#2	kaua	525-16a6			3	intra	
kaua	1ax1#2	kaua	525-16a6			7	intra	
kaua	1ax1#2	kaua	525-16a6			4	intra	
kaua	1ax1#2	kaua	525-16a6			5	intra	
kaua	1ax1#2	kaua	525-16a6			4	intra	
kaua	1ax1#2	kaua	525-16a6			2	intra	
kaua	1ax1#3	kaua	525-16a6			4	intra	
kaua	1ax1#3	kaua	525-16a6			5	intra	
kaua	1ax1#3	kaua	525-16a6			5	intra	
kaua	1ax1#3	kaua	525-16a6			4	intra	
kaua	1ax1#3	kaua	525-16a6			2	intra	
kaua	1ax1#3	kaua	525-16a6			2	intra	
kaua	1ax1#5	kaua	525-16a6			3	intra	
kaua	1ax1#5	kaua	525-16a6			6	intra	
kaua	1ax1#5	kaua	525-16a6			4	intra	
kaua	1ax1#5	kaua	525-16a6			0	intra	
kaua	1ax1#5	kaua	525-16a6			7	intra	
kaua	1ax1#5	kaua	525-16a6			9	intra	
kaua	1ax1#5	kaua	525-16a6			5	intra	
kaua	1ax1#5	kaua	525-16a6			6	intra	
kaua	1ax1#5	kaua	525-16a6			11	intra	
kaua	1ax1#5	kaua	525-16a6			8	intra	
kaua	1a234-17	kaua	NuaS1-1			6	intra	
kaua	1a234-17	kaua	NuaS1-1			3	intra	
kaua	1a234-17	kaua	NuaS1-1			5	intra	
kaua	1a234-17	kaua	NuaS1-1			2	intra	
kaua	1a234-17	kaua	NuaS1-1			7	intra	
kaua	1a234-17	kaua	NuaS1-1			6	intra	
kaua	1a234-17	kaua	NuaS1-1			7	intra	
kaua	1a234-17	kaua	NuaS1-1			3	intra	
kaua	1a234-17	kaua	NuaS1-1			3	intra	
kaua	1a234-17	kaua	NuaS1-1			1	intra	
kaua	1a234-17	kaua	NuaS1-1			7	intra	
kaua	1a234-17	kaua	NuaS1-1			1	intra	
kaua	1a234-17	kaua	NuaS1-1			7	intra	
kaua	1a234-17	kaua	NuaS1-1			1	intra	
kaua	1a234-17	kaua	NuaS1-1			5	intra	
kaua	1a234-17	kaua	NuaS1-1			5	intra	
kaua	1a234-17	kaua	NuaS1-3			13	intra	
kaua	1a234-17	kaua	NuaS2-1			7	intra	
kaua	1a234-17	kaua	NuaS2-1			8	intra	
kaua	1a234-17	kaua	NuaS2-1			10	intra	
kaua	1a234-17	kaua	NuaS2-1			1	intra	
kaua	1a234-17	kaua	NuaS2-1			2	intra	
kaua	1a234-17	kaua	NuaS2-1			0	intra	
kaua	1a234-110	kaua	1ax463-3			5	intra	
kaua	1a234-110	kaua	1ax463-3			6	intra	
kaua	1a234-110	kaua	1ax463-3			0	intra	
kaua	1a234-110	kaua	1ax463-3			0	intra	
kaua	1a234-110	kaua	1ax463-3			0	intra	
kaua	1a234-110	kaua	1ax463-3			0	intra	
kaua	1a234-110	kaua	NuaSd2#1			0	intra	
kaua	1a234-110	kaua	NuaSd2#1			0	intra	
kaua	1a234-111	kaua	NuaSd1#1			0	intra	
kaua	1a234-111	kaua	NuaSd1#1			0	intra	
kaua	1a234-111	kaua	NuaSd1#1			0	intra	
kaua	1a234-111	kaua	NuaSd1#1			1	intra	
kaua	1a234-111	kaua	NuaSd1#1			4	intra	
kaua	1a234-111	kaua	NuaSd1#1			2	intra	
kaua	1a234-111	kaua	NuaSd1#1			3	intra	
kaua	1a234-113	kaua	1ax463-3			0	intra	
kaua	1a234-113	kaua	1ax463-3			3	intra	
kaua	1a234-113	kaua	1ax463-3			6	intra	
kaua	1a234-113	kaua	1ax463-3			6	intra	
kaua	1a234-113	kaua	1ax463-3			0	intra	
kaua	1a234-113	kaua	1ax463-3			0	intra	
kaua	1a234-114	kaua	NuaSd1#3			0	intra	
kaua	1a234-114	kaua	NuaSd1#3			0	intra	
kaua	1a234-114	kaua	NuaSd1#3			7	intra	
kaua	1a234-114	kaua	NuaSd1#3			6	intra	
kaua	1a234-114	kaua	NuaSd1#3			0	intra	
kaua	1a234-114	kaua	NuaSd2#1			6	intra	
kaua	1a234-114	kaua	NuaSd2#1			0	intra	
kaua	1a234-114	kaua	NuaSd2#1			4	intra	
kaua	1a234-114	kaua	NuaSd2#1			5	intra	
kaua	1a234-114	kaua	NuaSd2#1			8	intra	
kaua	1a234-114	kaua	NuaSd2#1			2	intra	
kaua	1a234-114	kaua	NuaSd2#1			0	intra	
kaua	1a234-114	kaua	NuaSd2#1			0	intra	
kaua	1a234-114	kaua	NuaSd2#1			2	intra	
kaua	1a234-1#3	kaua	1ax463-3			1	intra	
kaua	1a234-1#3	kaua	NuaSd1#1			2	intra	
kaua	1a234-1#3	kaua	NuaSd1#1			0	intra	
kaua	1a234-1#4	kaua	NuaSd1#1			4	intra	
kaua	1a234-1#4	kaua	NuaSd1#1			0	intra	
kaua	1a234-1#4	kaua	NuaSd1#1			0	intra	
kaua	1a234-1#4	kaua	NuaSd1#1			1	intra	
kaua	1a234-1#4	kaua	NuaSd1#1			5	intra	
kaua	1a234-1#4	kaua	NuaSd1#1			0	intra	
kaua	1a234-1#4	kaua	NuaSd1#3			3	intra	
kaua	1a234-1#4	kaua	NuaSd1#3			1	intra	
kaua	1a234-1#4	kaua	NuaSd1#3			3	intra	
kaua	1a234-1#4	kaua	NuaSd1#3			2	intra	
kaua	1a234-1#4	kaua	NuaSd2#1			4	intra	
kaua	1a234-1#4	kaua	NuaSd2#1			4	intra	
kaua	1a234-1#5	kaua	1ax463-3			0	intra	
kaua	1a234-1#5	kaua	1ax463-3			2	intra	
kaua	1a234-1#5	kaua	1ax463-3			4	intra	
kaua	1a234-1#5	kaua	1ax463-3			13	intra	
kaua	1a234-1#5	kaua	1ax463-3			3	intra	
kaua	1a234-1#5	kaua	1ax463-3			1	intra	
kaua	1a234-1#5	kaua	1ax463-3			2	intra	
kaua	1a234-1#5	kaua	1ax463-3			7	intra	
kaua	1a234-1#5	kaua	1ax463-3			1	intra	
kaua	1a234-1#5	kaua	1ax463-3			2	intra	
kaua	1a234-1#5	kaua	1ax463-3			2	intra	
kaua	1a234-1#5	kaua	1ax463-3			2	intra	
kaua	1a234-1#5	kaua	1ax463-3			4	intra	
kaua	1a234-1#5	kaua	1ax463-3			3	intra	
kaua	1a234-1#5	kaua	1ax463-3			4	intra	
kaua	1a234-1#5	kaua	1ax463-3			4	intra	
kaua	1a234-1#5	kaua	1ax463-3			1	intra	
kaua	1a234-1#5	kaua	1ax463-3			2	intra	
kaua	1a234-1#5	kaua	1ax463-3			5	intra	
kaua	1a234-1#5	kaua	1ax463-3			3	intra	
kaua	1a234-1#5	kaua	1ax463-3			5	intra	
kaua	1a234-1#5	kaua	1ax463-3			2	intra	
kaua	1a234-1#5	kaua	1ax463-3			3	intra	
kaua	1a234-1#5	kaua	NuaSd1#2			4	intra	
kaua	1a234-1#5	kaua	NuaSd1#2			2	intra	
kaua	1a234-1#5	kaua	NuaSd1#3			3	intra	
kaua	1a234-1#5	kaua	NuaSd1#3			4	intra	
kaua	1a234-1#5	kaua	NuaSd1#3			0	intra	
kaua	1a234-1#5	kaua	NuaSd1#3			3	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			2	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			1	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			2	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			3	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			2	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			0	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			1	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			2	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			1	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			3	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			3	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			3	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			6	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			3	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			0	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			0	intra	
kaua	1a234-1#5	kaua	NuaSd2#1			1	intra	
