crossid	plantid	block1	blockAB	cross.manual	collect.date	veg.biomass.g	weigh.date	comments	linenum	collect	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	full	sxc	sxcxm	mompid	dadpid	smompop
74	1a	1	A	HH	2016-12-18	10.785	2019-02-15	No inflo, No envolope	805	283	WK	4	hook	879WKG	2-2	hook	between	HH	794-4 x 879-2-2	hook.between	hook.between.WK.4	WK.4	879WKG.2-2	hookWK
77	6	1	A	HH	2016-12-20	8.62	2019-02-15	NA	806	285	WK	4	hook	879WKG	N-5	hook	between	HH	794-4 x 879-N-5	hook.between	hook.between.WK.4	WK.4	879WKG.N-5	hookWK
77	5	1	A	HH	2016-12-18	10.47	2019-02-15	NA	807	283	WK	4	hook	879WKG	N-5	hook	between	HH	794-4 x 879-N-5	hook.between	hook.between.WK.4	WK.4	879WKG.N-5	hookWK
63	8	11	NA	HH	2016-12-19	11.429	2019-02-15	NA	808	284	WK	2	hook	WK	4	hook	within	HH	794-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
93	1	11	NA	HH	2016-12-19	11.24	2019-02-15	NA	809	284	WK	2	hook	WK	4	hook	within	HH	866-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
64	14	11	NA	HH	2016-12-18	14.411	2019-02-15	NA	810	283	WK	2	hook	WK	2	hook	within	HH	794-2 x 866-2	hook.within	hook.within.WK.2	WK.2	WK.2	hookWK
2	13	12	NA	HH	2016-12-18	10.578	2019-02-15	NA	811	283	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.10-1	hook879WKG
64	15	11	NA	HH	2016-12-18	9.181	2019-02-15	NA	812	283	WK	2	hook	WK	2	hook	within	HH	794-2 x 866-2	hook.within	hook.within.WK.2	WK.2	WK.2	hookWK
20	7	1	B	HH	2016-12-19	14.333	2019-02-22	NA	813	284	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.4	hook879WKG
75	4	1	A	HH	2016-12-19	14.018	2019-02-22	NA	814	284	WK	4	hook	879WKG	10-1	hook	between	HH	794-4 x 879-10-1	hook.between	hook.between.WK.4	WK.4	879WKG.10-1	hookWK
34	5	1	B	HH	2016-12-20	11.716	2019-02-22	No inflo	815	285	879WKG	G-2	hook	WK	4	hook	between	HH	879-G-2 x 794-4	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.4	hook879WKG
60	15	1	A	HH	2016-12-18	12.088	2019-02-22	NA	816	283	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
61	5	1	A	HH	2016-12-18	14	2019-02-22	NA	817	283	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
22	10	1	B	HH	2016-12-18	12.169	2019-02-22	NA	818	283	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2E- 1	hook879WKG
75	13	1	A	HH	2016-12-18	8.521	2019-02-22	NA	819	283	WK	4	hook	879WKG	10-1	hook	between	HH	794-4 x 879-10-1	hook.between	hook.between.WK.4	WK.4	879WKG.10-1	hookWK
19	13	1	B	HH	2016-12-18	14.454	2019-02-22	NA	820	283	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
77	4	1	A	HH	2016-12-20	7.748	2019-02-28	No inflo, No envolope	821	285	WK	4	hook	879WKG	N-5	hook	between	HH	794-4 x 879-N-5	hook.between	hook.between.WK.4	WK.4	879WKG.N-5	hookWK
8	17	8	A	HYBRID	2016-12-20	15.411	2019-02-28	No inflo	822	285	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
41	3	10	A	HYBRID	2016-12-20	14.406	2019-02-28	NA	823	285	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
23	1	8	A	HYBRID	2016-12-20	12.118	2019-02-28	NA	824	285	879WKG	10-1	hook	892WKG	1	kaal	hybrid	HK	879-10-1 x 892-1	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	892WKG.1	hook879WKG
117	9	2	A	KK	2016-12-20	8.626	2019-02-28	NA	825	285	892WKG	1	kaal	904WPG	2	kaal	between	KK	892-1 x 904-2	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.2	kaal892WKG
219	1	4	B	KK	2016-12-20	1.467	2019-02-28	NA	826	285	3587WP	15	kaal	904WPG	5	kaal	between	KK	3587-15 x 904-5	kaal.between	kaal.between.3587WP.15	3587WP.15	904WPG.5	kaal3587WP
184	6	14	NA	KK	2016-12-19	4.008	2019-02-28	Had ouls, first inflo, no other inflo	827	284	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
156	9	2	B	KK	2016-12-20	7.714	2019-02-28	NA	828	285	904WPG	2	kaal	892WKG	10	kaal	between	KK	904-2 x 892-10	kaal.between	kaal.between.904WPG.2	904WPG.2	892WKG.10	kaal904WPG
63	19	11	NA	HH	2016-12-19	14.865	2019-02-28	NA	829	284	WK	2	hook	WK	4	hook	within	HH	794-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
31	3	12	NA	HH	2016-12-19	9.639	2019-02-28	No inflo	830	284	879WKG	G-2	hook	879WKG	2-2	hook	within	HH	879-G-2 x 879-2-2	hook.within	hook.within.879WKG.G-2	879WKG.G-2	879WKG.2-2	hook879WKG
52	1	8	A	HYBRID	2016-12-20	12.78	2019-02-28	NA	831	285	879WKG	N-5	hook	892WKG	1	kaal	hybrid	HK	879-N-5 x 892-1	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.1	hook879WKG
79	11	11	NA	HH	2016-12-19	7.459	2019-02-28	NA	832	284	WK	4	hook	WK	2	hook	within	HH	794-4 x 866-2	hook.within	hook.within.WK.4	WK.4	WK.2	hookWK
140	1	13	NA	KK	2016-12-20	3.877	2019-02-28	NA	833	285	892WKG	5	kaal	892WKG	4	kaal	within	KK	892-5 x 892-4	kaal.within	kaal.within.892WKG.5	892WKG.5	892WKG.4	kaal892WKG
93	5	11	NA	HH	2016-12-20	10.607	2019-02-28	NA	834	285	WK	2	hook	WK	4	hook	within	HH	866-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
162	1	9	B	KH	2016-12-20	13.58	2019-02-28	No inflo, No envolope	835	285	904WPG	3	kaal	879WKG	N-5	hook	hybrid	KH	904-3 x 879-N-5	kaal.hybrid	kaal.hybrid.904WPG.3	904WPG.3	879WKG.N-5	kaal904WPG
196	2	3	B	KK	2016-12-20	10.44	2019-02-28	No flowering inflos for reg, inflos with buds	836	285	3587WP	7	kaal	892WKG	5	kaal	between	KK	3587-7 x 892-5	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.5	kaal3587WP
214	4	4	B	KK	2016-12-20	6.326	2019-03-01	NA	837	285	3587WP	14	kaal	904WPG	5	kaal	between	KK	3587-14 x 904-5	kaal.between	kaal.between.3587WP.14	3587WP.14	904WPG.5	kaal3587WP
180	6	2	B	KK	2016-12-20	5.622	2019-03-01	No flower	838	285	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
44	2	9	A	HYBRID	2016-12-19	19.13	2019-03-01	NA	839	284	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
29	6	10	A	HYBRID	2016-12-20	13.152	2019-03-01	NA	840	285	879WKG	10-1	hook	3587WP	15	kaal	hybrid	HK	879-10-1 x 3587-15	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.15	hook879WKG
26	3	9	A	HYBRID	2016-12-19	15.302	2019-03-01	NA	841	284	879WKG	10-1	hook	904WPG	3	kaal	hybrid	HK	879-10-1 x 904-3	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	904WPG.3	hook879WKG
12	2	9	A	HYBRID	2016-12-19	10.481	2019-03-01	NA	842	284	879WKG	2-2	hook	904WPG	5	kaal	hybrid	HK	879-2-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.5	hook879WKG
66	4	5	A	HYBRID	2016-12-20	10.123	2019-03-01	NA	843	285	WK	2	hook	892WKG	1	kaal	hybrid	HK	794-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
75	5	1	A	HH	2016-12-20	10.367	2019-03-01	NA	844	285	WK	4	hook	879WKG	10-1	hook	between	HH	794-4 x 879-10-1	hook.between	hook.between.WK.4	WK.4	879WKG.10-1	hookWK
29	9	10	A	HYBRID	2016-12-20	13.67	2019-03-01	NA	845	285	879WKG	10-1	hook	3587WP	15	kaal	hybrid	HK	879-10-1 x 3587-15	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.15	hook879WKG
75	3	1	A	HH	2016-12-19	11.156	2019-03-01	NA	846	284	WK	4	hook	879WKG	10-1	hook	between	HH	794-4 x 879-10-1	hook.between	hook.between.WK.4	WK.4	879WKG.10-1	hookWK
38	2	9	A	HK	2016-12-20	23.438	2019-03-01	NA	847	285	879WKG	G-2	hook	904WPG	2	kaal	hybrid	HK	879-G-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.2	hook879WKG
198	10	15	NA	KK	2016-12-20	7.416	2019-03-01	No coontabl fl, no envolope,only dried infls.	848	285	3587WP	7	kaal	3587WP	14	kaal	within	KK	3587-7 x 3587-14	kaal.within	kaal.within.3587WP.7	3587WP.7	3587WP.14	kaal3587WP
21	20	1	B	HH	2016-12-18	13.018	2019-03-01	NA	849	283	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
103	5	5	A	HYBRID	2016-12-20	18.508	2019-03-01	NA	850	285	WK	2E- 1	hook	892WKG	1	kaal	hybrid	HK	899-2E- 1 x 892-1	hook.hybrid	hook.hybrid.WK.2E- 1	WK.2E- 1	892WKG.1	hookWK
9	7	8	A	HYBRID	2016-12-20	9.526	2019-03-01	NA	851	285	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
191	1	10	B	KH	2016-12-20	5.718	2019-03-01	NA	852	285	3587WP	7	kaal	879WKG	N-5	hook	hybrid	KH	3587-7 x 879-N-5	kaal.hybrid	kaal.hybrid.3587WP.7	3587WP.7	879WKG.N-5	kaal3587WP
98	18	6	A	HYBRID	2016-12-19	14.836	2019-03-01	NA	853	284	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
94	3	5	A	HK	2017-02-04	12.888	2019-03-08	R	854	331	WK	2	hook	892WKG	1	kaal	hybrid	HK	866-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
29	11	9	A	HK	2017-02-22	9.266	2019-03-08	No flower	855	349	879WKG	10-1	hook	3587WP	15	kaal	hybrid	HK	879-10-1 x 3587-15	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.15	hook879WKG
183	17	14	NA	KK	2017-02-19	15.11	2019-03-08	No R	856	346	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
93	2	11	NA	HH	2017-02-19	14.83	2019-03-08	No R	857	346	WK	2	hook	WK	4	hook	within	HH	866-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
68	4	5	A	HK	2017-02-14	1.131	2019-03-08	Never flowered	858	341	WK	2	hook	892WKG	5	kaal	hybrid	HK	794-2 x 892-5	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.5	hookWK
48	4	12	NA	HH	2017-02-19	12.254	2019-03-08	R	859	346	879WKG	N-5	hook	879WKG	H-2	hook	within	HH	879-N-5 x 879-H-2	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.H-2	hook879WKG
10	9	9	A	HK	2017-02-17	16.636	2019-03-08	No R	860	344	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
33	3	1	B	HH	2017-02-19	1.764	2019-03-08	No flower	861	346	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 794-2	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
187	6	4	A	KK	2017-02-17	13.515	2019-03-08	R JP: changed year from 2016	862	344	904WPG	5	kaal	3587WP	14	kaal	between	KK	904-5 x 3587-14	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.14	kaal904WPG
59	9	1	A	HH	2017-02-19	21.271	2019-03-08	No R	863	346	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
90	13	1	A	HH	2017-02-19	15.744	2019-03-08	No R	864	346	WK	2	hook	879WKG	10-1	hook	between	HH	866-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
169	18	14	NA	KK	2017-02-21	4.308	2019-03-08	No R	865	348	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.5	kaal904WPG
50	6	1	B	HH	2017-02-17	11.576	2019-03-08	No R	866	344	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
167	9	2	B	KK	2017-02-17	7.438	2019-03-08	R	867	344	904WPG	3	kaal	892WKG	4	kaal	between	KK	904-3 x 892-4	kaal.between	kaal.between.904WPG.3	904WPG.3	892WKG.4	kaal904WPG
180	12	2	B	KK	2017-02-19	6.234	2019-03-08	No R	868	346	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
10	2	9	A	HK	2017-02-21	13.972	2019-03-08	No R	869	348	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
28	5	10	A	HK	2017-02-22	21.462	2019-03-08	R	870	349	879WKG	10-1	hook	3587WP	7	kaal	hybrid	HK	879-10-1 x 3587-7	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.7	hook879WKG
59	4	1	A	HH	2017-02-18	17.248	2019-03-08	No R	871	345	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
119	5	2	A	KK	2017-02-17	3.404	2019-03-08	No flower	872	344	892WKG	1	kaal	904WPG	5	kaal	between	KK	892-1 x 904-5	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.5	kaal892WKG
233	3	3	B	KK	2017-02-14	5.197	2019-03-08	R	873	341	3587WP	C	kaal	892WKG	3	kaal	between	KK	3587-C x 892-3	kaal.between	kaal.between.3587WP.C	3587WP.C	892WKG.3	kaal3587WP
9	2	8	A	HK	NA	18.162	2019-03-08	No collected date	874	NA	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
66	1	5	A	HK	2017-02-19	10.539	2019-03-25	No R	875	346	WK	2	hook	892WKG	1	kaal	hybrid	HK	794-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
89	7	1	A	HH	2017-02-19	12.271	2019-03-25	No R	876	346	WK	2	hook	879WKG	2-2	hook	between	HH	866-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
4	3	1	B	HH	2017-02-19	14.271	2019-03-25	No R	877	346	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.2	hook879WKG
4	17	1	B	HH	2017-02-18	15.677	2019-03-25	No R	878	345	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.2	hook879WKG
3	18	12	NA	HH	2017-02-18	9.26	2019-03-25	No flower	879	345	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.N-5	hook879WKG
65	8	11	NA	HH	2017-02-19	10.094	2019-03-25	No R	880	346	WK	2	hook	WK	2E	hook	within	HH	794-2 x 899-2E	hook.within	hook.within.WK.2	WK.2	WK.2E	hookWK
67	10	5	A	HK	2017-02-18	14.747	2019-03-25	No R	881	345	WK	2	hook	892WKG	4	kaal	hybrid	HK	794-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
21	16	1	B	HH	2017-02-19	10.827	2019-03-25	No R	882	346	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
50	3	1	B	HH	2017-02-18	19.396	2019-03-25	No R	883	345	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
89	13	1	A	HH	2017-02-19	13.718	2019-03-25	No R	884	346	WK	2	hook	879WKG	2-2	hook	between	HH	866-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
75	19	1	A	HH	NA	19.572	2019-03-25	No collected date	885	NA	WK	4	hook	879WKG	10-1	hook	between	HH	794-4 x 879-10-1	hook.between	hook.between.WK.4	WK.4	879WKG.10-1	hookWK
72	1	7	A	HH	2017-01-20	9.344	2019-04-01	NA	886	316	WK	2	hook	3587WP	14	kaal	hybrid	HK	794-2 x 3587-14	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.14	hookWK
187	8	4	A	NA	2017-01-20	11.236	2019-04-01	No Cross Type	887	316	904WPG	5	kaal	3587WP	14	kaal	between	KK	904-5 x 3587-14	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.14	kaal904WPG
98	20	6	A	NA	2017-01-20	21.746	2019-04-01	No Cross Type	888	316	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
198	16	15	NA	NA	2017-01-20	11.115	2019-04-01	No Cross Type	889	316	3587WP	7	kaal	3587WP	14	kaal	within	KK	3587-7 x 3587-14	kaal.within	kaal.within.3587WP.7	3587WP.7	3587WP.14	kaal3587WP
8	14	8	A	NA	2017-01-20	19.261	2019-04-01	No Cross Type	890	316	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
10	15	9	A	NA	2017-01-27	1.147	2019-04-01	No Cross Type	891	323	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
182	7	2	B	NA	2017-01-20	8.316	2019-04-01	No Cross Type	892	316	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
179	7	2	B	NA	2017-01-20	4.715	2019-04-01	No Cross Type	893	316	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
75	8	1	A	NA	2017-01-20	13.348	2019-04-01	No Cross Type	894	316	WK	4	hook	879WKG	10-1	hook	between	HH	794-4 x 879-10-1	hook.between	hook.between.WK.4	WK.4	879WKG.10-1	hookWK
171	7	9	B	NA	2017-01-20	10.865	2019-04-01	No Cross Type	895	316	904WPG	5	kaal	879WKG	2-2	hook	hybrid	KH	904-5 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.2-2	kaal904WPG
166	4	7	A	NA	2017-01-20	23.074	2019-04-01	No Cross Type	896	316	904WPG	3	kaal	892WKG	1	kaal	between	KK	904-3 x 892-1	kaal.between	kaal.between.904WPG.3	904WPG.3	892WKG.1	kaal904WPG
1	17	12	NA	NA	2017-01-19	20.003	2019-04-01	No Cross Type	897	315	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.G-2	hook879WKG
108	8	8	B	NA	NA	22.093	2019-04-01	No collected date,No Cross type	898	NA	892WKG	1	kaal	879WKG	2-2	hook	hybrid	KH	892-1 x 879-2-2	kaal.hybrid	kaal.hybrid.892WKG.1	892WKG.1	879WKG.2-2	kaal892WKG
156	3	2	B	NA	2017-01-20	23.355	2019-04-01	No Cross Type	899	316	904WPG	2	kaal	892WKG	10	kaal	between	KK	904-2 x 892-10	kaal.between	kaal.between.904WPG.2	904WPG.2	892WKG.10	kaal904WPG
95	11	5	A	NA	2017-01-20	6.88	2019-04-01	No Cross Type	900	316	WK	2	hook	892WKG	4	kaal	hybrid	HK	866-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
93	13	11	NA	NA	2017-01-20	12.737	2019-04-01	No Cross Type	901	316	WK	2	hook	WK	4	hook	within	HH	866-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
76	8	1	A	NA	2017-01-19	13.115	2019-04-01	No Cross Type, Never flower	902	315	WK	4	hook	879WKG	G-2	hook	between	HH	794-4 x 879-G-2	hook.between	hook.between.WK.4	WK.4	879WKG.G-2	hookWK
196	12a	3	B	NA	2017-01-20	11.192	2019-04-01	No Cross Type	903	316	3587WP	7	kaal	892WKG	5	kaal	between	KK	3587-7 x 892-5	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.5	kaal3587WP
185	7	4	A	NA	2017-01-20	9.554	2019-04-01	No Cross Type	904	316	904WPG	5	kaal	3587WP	7	kaal	between	KK	904-5 x 3587-7	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.7	kaal904WPG
140	5	13	NA	NA	2017-01-20	3.613	2019-04-01	No Cross Type	905	316	892WKG	5	kaal	892WKG	4	kaal	within	KK	892-5 x 892-4	kaal.within	kaal.within.892WKG.5	892WKG.5	892WKG.4	kaal892WKG
118	5	2	A	NA	2017-01-20	2.331	2019-04-01	No Cross Type	906	316	892WKG	1	kaal	904WPG	3	kaal	between	KK	892-1 x 904-3	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.3	kaal892WKG
1	16	12	NA	NA	2017-01-20	14.327	2019-04-01	No Cross Type	907	316	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.G-2	hook879WKG
20	10	1	B	HH	2017-01-25	20.143	2019-04-03	NA	908	321	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.4	hook879WKG
173	8	9	B	NA	2017-01-20	9.394	2019-04-03	No Cross Type	909	316	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.G-2	kaal904WPG
187	3	4	A	NA	2017-01-20	7.553	2019-04-03	No Cross Type	910	316	904WPG	5	kaal	3587WP	14	kaal	between	KK	904-5 x 3587-14	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.14	kaal904WPG
99	2	7	A	NA	2017-01-09	12.102	2019-04-03	No Cross Type, Never flower	911	305	WK	2	hook	3587WP	7	kaal	hybrid	HK	866-2 x 3587-7	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.7	hookWK
119	4	2	A	NA	2017-01-19	16.884	2019-04-03	No Cross Type	912	315	892WKG	1	kaal	904WPG	5	kaal	between	KK	892-1 x 904-5	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.5	kaal892WKG
166	9	29	NA	NA	2017-01-20	8.766	2019-04-03	No Cross Type	913	316	904WPG	3	kaal	892WKG	1	kaal	between	KK	904-3 x 892-1	kaal.between	kaal.between.904WPG.3	904WPG.3	892WKG.1	kaal904WPG
5	9	1	B	NA	2017-01-25	15.89	2019-04-03	No Cross Type	914	321	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.4	hook879WKG
105	5	6	A	NA	2017-01-20	16.362	2019-04-03	No Cross Type	915	316	WK	2E- 1	hook	904WPG	5	kaal	hybrid	HK	899-2E- 1 x 904-5	hook.hybrid	hook.hybrid.WK.2E- 1	WK.2E- 1	904WPG.5	hookWK
73	2	7	A	NA	2017-01-20	18.015	2019-04-03	No Cross Type	916	316	WK	2	hook	3587WP	C	kaal	hybrid	HK	794-2 x 3587-C	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.C	hookWK
105	6	6	A	NA	2017-01-19	27.233	2019-04-03	No Cross Type	917	315	WK	2E- 1	hook	904WPG	5	kaal	hybrid	HK	899-2E- 1 x 904-5	hook.hybrid	hook.hybrid.WK.2E- 1	WK.2E- 1	904WPG.5	hookWK
44	6	9	A	NA	2017-01-19	22.215	2019-04-03	No Cross Type, No 1st flower scored	918	315	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
118	3	2	A	NA	2017-01-19	5.04	2019-04-03	No Cross Type	919	315	892WKG	1	kaal	904WPG	3	kaal	between	KK	892-1 x 904-3	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.3	kaal892WKG
205	2	10	B	NA	2017-01-19	29.18	2019-04-03	No Cross Type	920	315	3587WP	14	kaal	879WKG	10-1	hook	hybrid	KH	3587-14 x 879-10-1	kaal.hybrid	kaal.hybrid.3587WP.14	3587WP.14	879WKG.10-1	kaal3587WP
8	18	8	A	NA	2017-01-20	21.498	2019-04-03	No Cross Type	921	316	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
